,TSLA
35957,183.62
35958,183.6616
35959,184.0
35960,183.93
35961,183.97
35962,183.9
35963,183.885
35964,183.98
35965,184.13
35966,184.23
35967,184.41
35968,184.31
35969,184.25
35970,184.33
35971,184.1275
35972,184.11
35973,184.14
35974,184.09
35975,184.15
35976,184.245
35977,184.39
35978,184.3692
35979,184.49
35980,184.6303
35981,184.5384
35982,184.68
35983,184.625
35984,184.69
35985,184.581
35986,184.7
35987,184.71
35988,184.59
35989,184.3884
35990,184.236
35991,184.13
35992,184.131
35993,184.21
35994,184.35
35995,184.46
35996,184.402
35997,184.5025
35998,184.46
35999,184.48
36000,184.51
36001,184.54
36002,184.65
36003,184.58
36004,184.6134
36005,184.75
36006,184.7929
36007,184.79
36008,184.78
36009,184.7288
36010,184.84
36011,184.73
36012,184.78
36013,184.88
36014,184.8
36015,184.85
36016,184.8055
36017,184.756
36018,184.8499
36019,184.84
36020,184.8403
36021,184.9125
36022,184.99
36023,185.0
36024,185.08
36025,185.4
36026,185.4859
36027,185.36
36028,185.46
36029,185.6
36030,185.679
36031,185.72
36032,185.7324
36033,185.8532
36034,185.9029
36035,185.5746
36036,185.7
36037,185.4462
36038,185.37
36039,185.04
36040,185.25
36041,185.24
36042,185.236
36043,185.27
36044,185.23
36045,185.38
36046,185.36
36047,185.6
36048,185.78
36049,185.54
36050,185.62
36051,185.4
36052,185.48
36053,185.5853
36054,185.625
36055,185.5053
36056,185.55
36057,185.44
36058,185.48
36059,185.475
36060,185.625
36061,185.53
36062,185.43
36063,185.37
36064,185.4278
36065,185.43
36066,185.45
36067,185.53
36068,185.46
36069,185.52
36070,185.75
36071,185.66
36072,185.6817
36073,185.88
36074,185.81
36075,185.78
36076,185.78
36077,185.76
36078,185.815
36079,185.7608
36080,185.8199
36081,185.79
36082,185.8
36083,185.9
36084,185.94
36085,185.95
36086,185.89
36087,186.0
36088,186.07
36089,185.96
36090,185.85
36091,185.5248
36092,185.08
36093,186.05
36094,185.77
36095,186.1473
36096,186.08
36097,186.0179
36098,186.14
36099,186.526
36100,186.365
36101,185.7417
36102,185.57
36103,185.3
36104,186.11
36105,186.095
36106,186.14
36107,186.045
36108,186.06
36109,186.06
36110,185.66
36111,185.33
36112,185.21
36113,185.56
36114,185.532
36115,185.21
36116,185.65
36117,185.86
36118,186.44
36119,186.15
36120,186.35
36121,186.71
36122,186.77
36123,186.79
36124,186.78
36125,186.4
36126,186.56
36127,186.766
36128,186.78
36129,186.9501
36130,186.8716
36131,186.9
36132,187.15
36133,187.0
36134,187.1
36135,187.11
36136,187.0
36137,187.0201
36138,186.97
36139,186.86
36140,186.83
36141,186.572
36142,186.85
36143,187.21
36144,187.0708
36145,187.18
36146,187.06
36147,187.02
36148,187.13
36149,187.175
36150,187.35
36151,187.345
36152,187.0897
36153,186.91
36154,187.0
36155,186.86
36156,186.9153
36157,187.11
36158,187.1
36159,187.09
36160,187.0401
36161,187.04
36162,186.7701
36163,187.14
36164,187.11
36165,186.81
36166,187.04
36167,187.03
36168,187.0001
36169,186.925
36170,187.25
36171,187.11
36172,186.98
36173,187.21
36174,187.02
36175,187.2756
36176,187.27
36177,187.27
36178,187.0
36179,187.06
36180,187.0
36181,187.0
36182,187.09
36183,187.015
36184,187.1165
36185,187.13
36186,187.1
36187,186.849
36188,186.97
36189,187.09
36190,187.09
36191,186.93
36192,187.0
36193,186.99
36194,187.0401
36195,187.125
36196,187.15
36197,187.28
36198,187.291
36199,187.5
36200,187.5
36201,187.435
36202,187.7
36203,187.67
36204,187.7
36205,187.55
36206,187.63
36207,187.591
36208,187.62
36209,187.63
36210,187.406
36211,187.465
36212,187.614
36213,187.51
36214,187.5385
36215,187.6
36216,187.48
36217,187.35
36218,187.51
36219,187.52
36220,187.4102
36221,187.43
36222,187.4639
36223,187.49
36224,187.45
36225,187.35
36226,187.43
36227,187.16
36228,187.25
36229,187.32
36230,187.3
36231,187.37
36232,187.14
36233,187.19
36234,187.4
36235,187.29
36236,187.3
36237,187.2
36238,187.256
36239,187.2605
36240,187.37
36241,187.47
36242,187.2475
36243,187.24
36244,187.21
36245,187.24
36246,187.3
36247,187.4
36248,187.533
36249,187.5
36250,187.4302
36251,187.42
36252,187.37
36253,187.4981
36254,187.34
36255,187.4
36256,187.41
36257,187.36
36258,187.4199
36259,187.55
36260,187.4202
36261,187.56
36262,187.53
36263,187.47
36264,187.5
36265,187.58
36266,187.6
36267,187.63
36268,187.58
36269,187.7
36270,187.74
36271,187.65
36272,187.77
36273,187.75
36274,187.82
36275,187.8
36276,187.78
36277,187.87
36278,188.2201
36279,188.85
36280,189.5
36281,189.38
36282,189.08
36283,189.08
36284,189.41
36285,189.189
36286,189.24
36287,189.286
36288,189.2099
36289,189.45
36290,189.85
36291,189.78
36292,189.83
36293,190.211
36294,190.424
36295,190.31
36296,190.54
36297,190.51
36298,190.0825
36299,190.2
36300,190.37
36301,190.41
36302,190.6302
36303,190.6807
36304,190.87
36305,190.62
36306,190.6925
36307,191.1503
36308,190.995
36309,190.85
36310,191.17
36311,191.73
36312,191.49
36313,191.63
36314,191.591
36315,191.47
36316,191.47
36317,191.22
36318,191.0445
36319,191.1
36320,191.2058
36321,191.3
36322,191.32
36323,191.4
36324,191.32
36325,191.205
36326,191.0707
36327,191.2289
36328,191.38
36329,191.265
36330,191.54
36331,191.585
36332,191.68
36333,192.16
36334,192.11
36335,192.25
36336,192.2578
36337,192.28
36338,192.11
36339,192.2
36340,192.2012
36341,192.3
36342,192.63
36343,192.79
36344,192.12
36345,192.25
36346,192.7
36347,192.918
36348,192.4895
36349,192.552
36350,192.69
36351,192.445
36352,192.67
36353,192.65
36354,192.72
36355,192.84
36356,192.834
36357,192.95
36358,192.97
36359,192.95
36360,193.1178
36361,193.07
36362,193.137
36363,193.09
36364,192.81
36365,192.64
36366,192.3978
36367,191.9426
36368,192.171
36369,192.215
36370,192.25
36371,192.24
36372,192.2
36373,192.06
36374,192.0
36375,192.39
36376,192.61
36377,192.791
36378,192.95
36379,192.6
36380,192.1925
36381,192.1
36382,191.93
36383,191.93
36384,192.07
36385,192.15
36386,191.86
36387,192.05
36388,192.17
36389,192.13
36390,192.17
36391,192.3853
36392,192.44
36393,192.29
36394,192.13
36395,192.0602
36396,191.93
36397,191.71
36398,191.76
36399,191.7336
36400,191.83
36401,191.96
36402,192.035
36403,192.1208
36404,192.16
36405,192.3067
36406,192.474
36407,192.4508
36408,192.06
36409,192.14
36410,192.2798
36411,192.296
36412,192.42
36413,192.56
36414,192.532
36415,192.42
36416,192.47
36417,192.5498
36418,192.64
36419,192.65
36420,192.77
36421,192.86
36422,192.73
36423,192.46
36424,192.55
36425,192.6526
36426,192.79
36427,192.835
36428,192.76
36429,192.7489
36430,192.57
36431,192.63
36432,192.5308
36433,192.66
36434,192.86
36435,193.01
36436,192.88
36437,192.73
36438,192.7
36439,192.7
36440,192.795
36441,192.61
36442,192.63
36443,192.6736
36444,192.63
36445,192.69
36446,192.62
36447,192.78
36448,192.95
36449,192.88
36450,192.87
36451,192.91
36452,192.88
36453,192.8405
36454,192.9999
36455,193.02
36456,192.76
36457,192.92
36458,193.0799
36459,193.27
36460,193.3
36461,193.11
36462,193.11
36463,193.04
36464,193.15
36465,192.95
36466,192.92
36467,192.96
36468,192.86
36469,192.8122
36470,192.93
36471,192.95
36472,192.98
36473,192.84
36474,192.87
36475,193.05
36476,193.05
36477,193.08
36478,193.06
36479,192.985
36480,193.15
36481,191.3697
36482,191.9308
36483,192.04
36484,191.91
36485,191.819
36486,191.5
36487,192.18
36488,192.37
36489,192.068
36490,192.1
36491,192.25
36492,192.42
36493,191.91
36494,192.07
36495,192.21
36496,192.11
36497,191.965
36498,192.05
36499,192.02
36500,191.8787
36501,192.025
36502,192.02
36503,191.91
36504,191.91
36505,192.21
36506,192.219
36507,192.185
36508,192.1
36509,192.3921
36510,192.4
36511,192.33
36512,192.36
36513,192.07
36514,191.65
36515,191.305
36516,191.6148
36517,191.64
36518,191.4302
36519,190.8
36520,191.0
36521,191.2923
36522,191.091
36523,190.8
36524,190.63
36525,190.6165
36526,190.832
36527,190.89
36528,190.89
36529,190.82
36530,191.0141
36531,190.6541
36532,190.55
36533,190.95
36534,190.85
36535,190.7695
36536,190.8634
36537,190.8851
36538,190.9662
36539,191.38
36540,191.5093
36541,191.31
36542,191.5222
36543,191.48
36544,191.75
36545,191.6197
36546,191.41
36547,190.98
36548,190.9675
36549,190.76
36550,191.115
36551,190.88
36552,190.96
36553,191.17
36554,190.99
36555,190.984
36556,190.83
36557,190.64
36558,190.49
36559,190.45
36560,190.498
36561,190.344
36562,190.4
36563,190.19
36564,190.365
36565,190.25
36566,190.46
36567,190.61
36568,190.52
36569,190.51
36570,190.54
36571,190.57
36572,190.64
36573,190.61
36574,190.66
36575,190.67
36576,190.72
36577,190.71
36578,190.72
36579,190.76
36580,190.69
36581,190.895
36582,190.7544
36583,190.63
36584,190.4
36585,190.41
36586,190.2
36587,189.91
36588,190.03
36589,190.06
36590,190.23
36591,190.13
36592,190.23
36593,190.08
36594,190.0518
36595,189.93
36596,189.81
36597,189.62
36598,189.79
36599,189.66
36600,189.76
36601,189.85
36602,189.99
36603,190.0357
36604,190.135
36605,190.13
36606,190.354
36607,190.37
36608,190.47
36609,190.36
36610,190.4999
36611,190.662
36612,190.59
36613,190.6411
36614,190.6
36615,190.5201
36616,190.52
36617,190.57
36618,190.59
36619,190.6301
36620,190.6
36621,190.561
36622,190.39
36623,190.32
36624,190.255
36625,190.43
36626,190.4
36627,190.53
36628,190.3015
36629,190.15
36630,190.3483
36631,190.39
36632,190.3
36633,190.28
36634,190.33
36635,190.34
36636,190.25
36637,190.25
36638,190.2775
36639,190.47
36640,190.39
36641,190.39
36642,190.59
36643,190.613
36644,190.69
36645,190.7489
36646,190.8152
36647,190.96
36648,190.78
36649,190.6802
36650,190.62
36651,190.675
36652,190.6631
36653,190.6365
36654,190.78
36655,190.99
36656,190.98
36657,191.15
36658,191.43
36659,191.19
36660,191.221
36661,191.2505
36662,191.23
36663,191.36
36664,191.3164
36665,191.23
36666,191.19
36667,191.2076
36668,191.1775
36669,191.106
36670,191.15
36671,191.16
36672,191.14
36673,191.05
36674,191.1027
36675,191.04
36676,190.95
36677,190.68
36678,190.6
36679,190.65
36680,190.83
36681,190.69
36682,190.68
36683,190.52
36684,190.522
36685,190.474
36686,190.34
36687,190.57
36688,190.61
36689,190.565
36690,190.5
36691,190.45
36692,190.39
36693,190.42
36694,190.36
36695,190.34
36696,190.5
36697,190.57
36698,190.6
36699,190.4868
36700,190.59
36701,190.51
36702,190.505
36703,190.55
36704,190.58
36705,190.64
36706,190.61
36707,190.6373
36708,190.7
36709,190.6
36710,190.68
36711,190.75
36712,190.75
36713,190.73
36714,190.87
36715,190.79
36716,190.8
36717,190.74
36718,190.76
36719,190.72
36720,190.795
36721,190.87
36722,190.9
36723,190.98
36724,190.984
36725,191.0
36726,191.05
36727,191.16
36728,191.0
36729,191.0646
36730,191.03
36731,191.11
36732,191.075
36733,191.05
36734,190.9203
36735,191.0
36736,191.1
36737,191.0633
36738,190.92
36739,190.9
36740,190.97
36741,190.93
36742,190.93
36743,190.96
36744,191.04
36745,191.1231
36746,191.18
36747,191.28
36748,191.2456
36749,191.3
36750,191.385
36751,191.4
36752,191.5
36753,191.5
36754,191.43
36755,191.5
36756,191.57
36757,191.6
36758,191.574
36759,191.61
36760,191.71
36761,191.57
36762,191.41
36763,191.35
36764,191.3873
36765,191.38
36766,191.46
36767,191.57
36768,191.5
36769,191.46
36770,191.5
36771,191.42
36772,191.37
36773,191.31
36774,190.99
36775,190.89
36776,191.0336
36777,191.15
36778,191.11
36779,191.2008
36780,191.34
36781,191.43
36782,191.56
36783,191.4835
36784,191.57
36785,191.56
36786,191.43
36787,191.34
36788,191.202
36789,191.2406
36790,191.25
36791,191.1879
36792,191.2
36793,191.2782
36794,191.2065
36795,191.1885
36796,191.035
36797,191.2288
36798,191.2441
36799,191.52
36800,191.41
36801,191.69
36802,191.6001
36803,191.845
36804,191.74
36805,191.61
36806,191.73
36807,191.7115
36808,191.72
36809,191.67
36810,191.75
36811,191.67
36812,191.74
36813,191.708
36814,191.77
36815,191.69
36816,191.62
36817,191.71
36818,191.68
36819,191.72
36820,191.75
36821,191.79
36822,191.71
36823,191.62
36824,191.74
36825,191.6415
36826,191.7
36827,191.75
36828,191.8
36829,191.77
36830,191.87
36831,192.1
36832,192.2
36833,192.21
36834,192.23
36835,192.3099
36836,192.3
36837,192.3165
36838,192.33
36839,192.21
36840,192.27
36841,192.29
36842,192.35
36843,192.27
36844,192.27
36845,192.255
36846,192.21
36847,192.26
36848,192.22
36849,192.3
36850,192.23
36851,192.25
36852,192.3
36853,192.32
36854,192.252
36855,192.29
36856,192.2357
36857,192.21
36858,192.25
36859,192.25
36860,192.21
36861,192.37
36862,192.3
36863,192.25
36864,192.26
36865,192.24
36866,192.26
36867,192.24
36868,192.24
36869,192.2399
36870,192.23
36871,191.3133
36872,191.84
36873,191.49
36874,192.02
36875,192.0
36876,192.2938
36877,192.97
36878,192.83
36879,193.0128
36880,193.49
36881,193.29
36882,193.29
36883,193.37
36884,193.2
36885,193.447
36886,193.55
36887,193.78
36888,193.7066
36889,193.72
36890,193.345
36891,193.03
36892,192.87
36893,192.92
36894,193.19
36895,193.21
36896,193.19
36897,193.22
36898,193.02
36899,192.92
36900,193.1
36901,193.27
36902,193.21
36903,193.02
36904,192.8406
36905,192.7482
36906,192.94
36907,192.68
36908,192.66
36909,192.7
36910,192.77
36911,192.69
36912,192.64
36913,192.68
36914,192.68
36915,192.52
36916,192.47
36917,192.42
36918,192.67
36919,192.38
36920,192.19
36921,191.9
36922,191.91
36923,192.21
36924,192.2
36925,191.925
36926,191.986
36927,192.0
36928,192.05
36929,192.1699
36930,192.2115
36931,192.444
36932,192.25
36933,192.26
36934,192.0988
36935,192.14
36936,192.22
36937,191.94
36938,192.05
36939,192.085
36940,192.05
36941,192.2
36942,191.9
36943,192.05
36944,191.98
36945,191.99
36946,191.87
36947,192.0338
36948,192.02
36949,192.2
36950,192.1411
36951,192.145
36952,192.08
36953,192.085
36954,191.93
36955,191.8
36956,191.77
36957,191.79
36958,191.74
36959,191.84
36960,191.7608
36961,191.85
36962,191.94
36963,192.08
36964,192.355
36965,192.255
36966,192.235
36967,192.17
36968,192.2
36969,192.32
36970,192.3
36971,192.34
36972,192.07
36973,191.9
36974,192.0
36975,191.845
36976,191.82
36977,191.88
36978,191.93
36979,192.08
36980,192.13
36981,192.18
36982,192.14
36983,192.17
36984,192.12
36985,192.115
36986,192.12
36987,191.99
36988,191.93
36989,191.98
36990,192.005
36991,191.88
36992,191.92
36993,191.91
36994,191.89
36995,191.82
36996,191.86
36997,191.665
36998,191.75
36999,191.605
37000,191.8
37001,191.61
37002,191.52
37003,191.65
37004,191.665
37005,191.58
37006,191.6209
37007,191.59
37008,191.7
37009,191.76
37010,191.74
37011,191.69
37012,191.7332
37013,191.65
37014,191.65
37015,191.68
37016,191.75
37017,191.75
37018,191.86
37019,191.91
37020,191.65
37021,191.8
37022,191.69
37023,191.66
37024,191.69
37025,191.815
37026,191.75
37027,191.82
37028,191.84
37029,191.8053
37030,191.71
37031,191.846
37032,191.77
37033,191.66
37034,191.6975
37035,191.735
37036,191.81
37037,191.8165
37038,191.73
37039,191.63
37040,191.5822
37041,191.66
37042,191.75
37043,191.75
37044,191.85
37045,191.9
37046,191.84
37047,191.76
37048,191.7
37049,191.86
37050,191.8472
37051,191.94
37052,191.98
37053,191.9
37054,191.935
37055,191.97
37056,191.95
37057,191.9199
37058,191.93
37059,191.9
37060,191.7253
37061,191.8005
37062,191.66
37063,191.59
37064,191.41
37065,191.3
37066,191.37
37067,191.35
37068,191.22
37069,191.27
37070,191.448
37071,191.3703
37072,191.43
37073,191.45
37074,191.6499
37075,191.53
37076,191.47
37077,191.58
37078,191.27
37079,191.3
37080,191.27
37081,191.36
37082,191.5
37083,191.43
37084,191.37
37085,191.34
37086,191.43
37087,191.23
37088,191.29
37089,191.4
37090,191.4
37091,191.22
37092,191.42
37093,191.37
37094,191.63
37095,191.59
37096,191.6
37097,191.73
37098,191.73
37099,191.6409
37100,191.56
37101,191.5695
37102,191.45
37103,191.53
37104,191.56
37105,191.56
37106,191.53
37107,191.51
37108,191.59
37109,191.62
37110,191.55
37111,191.5605
37112,191.6
37113,191.5689
37114,191.6
37115,191.55
37116,191.58
37117,191.49
37118,191.47
37119,191.54
37120,191.5362
37121,191.6
37122,191.63
37123,191.56
37124,191.6
37125,191.55
37126,191.6799
37127,191.65
37128,191.68
37129,191.66
37130,191.64
37131,191.62
37132,191.6
37133,191.68
37134,191.74
37135,191.8172
37136,191.8176
37137,191.88
37138,191.89
37139,191.91
37140,191.86
37141,191.92
37142,191.96
37143,192.05
37144,192.1501
37145,191.9676
37146,192.04
37147,192.02
37148,191.88
37149,191.96
37150,191.91
37151,191.8801
37152,191.91
37153,191.887
37154,191.89
37155,191.93
37156,191.947
37157,192.06
37158,191.95
37159,192.0
37160,191.88
37161,191.8322
37162,191.8755
37163,191.85
37164,191.77
37165,191.76
37166,191.76
37167,191.72
37168,191.73
37169,191.71
37170,191.66
37171,191.6469
37172,191.66
37173,191.71
37174,191.7545
37175,191.79
37176,191.8648
37177,191.81
37178,191.94
37179,191.8317
37180,191.8
37181,191.86
37182,191.9
37183,191.945
37184,191.95
37185,192.03
37186,192.15
37187,192.08
37188,192.12
37189,192.1
37190,192.16
37191,192.0
37192,192.05
37193,191.99
37194,192.01
37195,192.095
37196,192.05
37197,191.96
37198,192.0
37199,192.09
37200,192.03
37201,192.1016
37202,192.1527
37203,192.15
37204,192.145
37205,192.2271
37206,192.2397
37207,192.35
37208,192.35
37209,192.38
37210,192.38
37211,192.37
37212,192.4182
37213,192.444
37214,192.3991
37215,192.39
37216,192.4493
37217,192.5
37218,192.56
37219,192.54
37220,192.53
37221,192.23
37222,192.18
37223,192.18
37224,192.12
37225,192.2239
37226,192.15
37227,192.29
37228,192.21
37229,192.21
37230,192.24
37231,192.17
37232,192.22
37233,192.221
37234,192.21
37235,192.08
37236,191.895
37237,191.83
37238,191.98
37239,192.08
37240,192.06
37241,192.06
37242,192.04
37243,192.03
37244,192.01
37245,192.08
37246,192.08
37247,192.15
37248,192.194
37249,192.2023
37250,192.2
37251,192.29
37252,192.15
37253,192.1
37254,192.12
37255,192.13
37256,192.13
37257,192.1
37258,192.15
37259,192.23
37260,192.18
37261,191.62
37262,191.87
37263,191.4
37264,191.2836
37265,191.8484
37266,191.7
37267,191.7092
37268,192.749
37269,192.9582
37270,194.11
37271,193.8245
37272,193.979
37273,193.57
37274,193.1
37275,193.355
37276,193.5055
37277,193.19
37278,193.51
37279,193.3
37280,193.46
37281,193.44
37282,193.15
37283,193.01
37284,192.7
37285,193.075
37286,193.16
37287,193.07
37288,193.09
37289,193.28
37290,193.28
37291,193.34
37292,193.36
37293,193.2205
37294,193.1355
37295,192.87
37296,192.7163
37297,192.76
37298,193.08
37299,193.076
37300,192.83900000000003
37301,192.535
37302,192.465
37303,192.06
37304,192.0253
37305,192.1
37306,192.23
37307,192.33
37308,192.35
37309,192.2025
37310,192.2134
37311,192.1888
37312,192.2572
37313,192.32
37314,192.47
37315,192.225
37316,192.26
37317,192.29
37318,192.41
37319,192.317
37320,192.34
37321,192.35
37322,192.4631
37323,192.43
37324,192.5
37325,192.53
37326,192.6175
37327,192.37
37328,192.44
37329,192.25
37330,192.3
37331,192.2975
37332,192.29
37333,192.4
37334,192.574
37335,192.85
37336,192.5875
37337,192.66
37338,192.6487
37339,192.51
37340,192.64
37341,192.74
37342,192.44
37343,192.54
37344,192.66
37345,192.5496
37346,192.68
37347,192.65
37348,192.6699
37349,192.54
37350,192.6012
37351,192.51
37352,192.74
37353,192.6
37354,192.8216
37355,192.748
37356,192.7531
37357,193.0
37358,193.0
37359,192.83900000000003
37360,192.6884
37361,192.9
37362,192.88
37363,192.6369
37364,193.0
37365,192.76
37366,192.6
37367,192.89
37368,192.79
37369,193.1792
37370,193.06
37371,192.9772
37372,193.08
37373,193.2279
37374,193.27
37375,193.03
37376,193.0773
37377,193.13
37378,193.3352
37379,193.31
37380,193.53
37381,193.4369
37382,193.3668
37383,193.34
37384,193.4272
37385,193.42
37386,193.52
37387,193.48
37388,193.4196
37389,193.321
37390,192.801
37391,192.85
37392,193.13
37393,192.9
37394,192.8101
37395,193.0
37396,193.04
37397,192.85
37398,193.0
37399,192.94
37400,193.05
37401,193.1138
37402,193.06
37403,193.02
37404,193.02
37405,193.14
37406,193.18
37407,193.1512
37408,193.15
37409,193.11
37410,193.05
37411,193.08
37412,192.98
37413,193.0299
37414,192.72
37415,192.5754
37416,192.442
37417,192.68
37418,192.91
37419,192.81
37420,193.03
37421,192.99
37422,193.0764
37423,193.05
37424,192.95
37425,192.873
37426,192.9824
37427,192.87
37428,192.6695
37429,192.72
37430,192.7206
37431,192.47
37432,192.36
37433,192.4
37434,192.4
37435,192.32
37436,192.25
37437,192.0
37438,192.1003
37439,192.02
37440,192.05
37441,192.21
37442,192.11
37443,192.06
37444,192.2
37445,192.465
37446,192.45
37447,192.67
37448,192.54
37449,192.675
37450,192.81
37451,192.7982
37452,192.8
37453,192.8021
37454,192.82
37455,193.36
37456,193.24
37457,193.07
37458,193.13
37459,193.18
37460,192.71
37461,192.89
37462,192.89
37463,192.874
37464,192.95
37465,193.0
37466,192.9772
37467,193.0317
37468,193.09
37469,193.07
37470,193.18
37471,193.07
37472,193.08
37473,193.18
37474,193.21
37475,193.19
37476,193.001
37477,193.13
37478,193.09
37479,193.11
37480,192.92
37481,192.9501
37482,192.79
37483,192.83
37484,192.6918
37485,192.77
37486,192.85
37487,192.85
37488,192.87
37489,192.85
37490,192.95
37491,192.87
37492,192.8
37493,192.63
37494,192.73
37495,192.69
37496,192.885
37497,192.96
37498,192.95
37499,193.19
37500,193.1
37501,192.98
37502,192.74
37503,192.6
37504,192.555
37505,192.5
37506,192.5
37507,192.38
37508,192.6195
37509,192.76
37510,192.49
37511,192.61
37512,192.7349
37513,193.0
37514,192.9113
37515,192.9809
37516,193.1
37517,193.19
37518,193.144
37519,193.01
37520,193.05
37521,193.02
37522,193.0
37523,193.0143
37524,193.03
37525,193.0591
37526,192.93
37527,193.1
37528,192.93
37529,192.98
37530,192.965
37531,193.0103
37532,193.01
37533,193.1
37534,193.05
37535,192.83
37536,192.9
37537,192.9305
37538,192.83
37539,192.8
37540,192.81
37541,192.81
37542,192.87
37543,192.76
37544,192.77
37545,192.87
37546,192.78
37547,192.96
37548,192.99
37549,192.935
37550,192.93
37551,192.97
37552,192.885
37553,192.85
37554,193.0
37555,193.0
37556,192.98
37557,192.96
37558,192.97
37559,192.87
37560,192.99
37561,193.03
37562,193.15
37563,193.14
37564,193.0959
37565,193.18
37566,193.06
37567,192.9972
37568,192.96
37569,193.03
37570,193.07
37571,192.99
37572,192.85
37573,192.97
37574,193.05
37575,193.1
37576,193.11
37577,193.11
37578,193.04
37579,192.97
37580,192.98
37581,192.89
37582,192.85
37583,193.02
37584,192.91
37585,192.99
37586,193.1
37587,192.99
37588,193.08
37589,193.04
37590,193.075
37591,193.04
37592,193.0368
37593,193.1
37594,193.04
37595,193.07
37596,193.0562
37597,193.065
37598,192.99
37599,193.07
37600,193.06
37601,193.09
37602,193.08
37603,193.05
37604,193.13
37605,193.13
37606,193.16
37607,193.1399
37608,193.08
37609,193.12
37610,193.09
37611,193.08
37612,193.17
37613,193.23
37614,193.23
37615,193.19
37616,193.24
37617,193.1716
37618,192.97
37619,193.05
37620,192.98
37621,192.99
37622,192.9601
37623,193.07
37624,193.05
37625,193.15
37626,193.06
37627,192.93
37628,193.0
37629,192.9333
37630,193.02
37631,193.04
37632,193.05
37633,193.0487
37634,192.9598
37635,192.95
37636,192.93
37637,193.0
37638,193.0
37639,192.81
37640,192.71
37641,192.57
37642,192.65
37643,192.54
37644,192.505
37645,192.34
37646,192.47
37647,192.41
37648,192.4943
37649,192.4
37650,192.43
37651,193.365
37652,193.03
37653,193.87
37654,194.707
37655,194.1879
37656,194.62
37657,194.45
37658,194.451
37659,195.17
37660,195.45
37661,196.27
37662,195.89
37663,196.1
37664,196.21
37665,196.61
37666,196.2
37667,195.68
37668,196.172
37669,196.03
37670,195.98
37671,195.94
37672,196.5
37673,196.75
37674,196.72
37675,197.4
37676,197.0
37677,196.68
37678,196.71
37679,197.0
37680,197.252
37681,197.2797
37682,197.585
37683,198.0
37684,197.81
37685,197.93
37686,198.1
37687,198.37
37688,198.65
37689,198.2
37690,198.21
37691,197.68
37692,197.7287
37693,198.09
37694,198.0
37695,197.68
37696,197.84
37697,197.58
37698,197.6
37699,197.75
37700,197.75
37701,198.18
37702,198.38
37703,197.85
37704,197.6
37705,197.6057
37706,197.74
37707,197.8999
37708,197.78
37709,197.725
37710,197.72
37711,198.0917
37712,198.2
37713,198.33
37714,198.72
37715,198.5
37716,198.4488
37717,198.35
37718,198.4
37719,198.64
37720,198.7
37721,199.2682
37722,199.105
37723,199.135
37724,198.99
37725,199.2
37726,199.51
37727,199.65
37728,199.87
37729,199.79
37730,199.9609
37731,200.27
37732,200.55
37733,201.0709
37734,200.29
37735,200.8611
37736,200.9
37737,200.9875
37738,200.99
37739,200.72
37740,200.31
37741,200.06
37742,200.0
37743,200.0
37744,200.09
37745,200.1043
37746,200.1229
37747,200.03
37748,200.3
37749,200.03
37750,200.0
37751,200.085
37752,200.02
37753,200.0
37754,200.1472
37755,200.05
37756,200.04
37757,200.05
37758,199.8375
37759,199.79
37760,199.91
37761,199.8231
37762,200.1
37763,200.49
37764,200.44
37765,200.225
37766,200.28
37767,200.2585
37768,200.055
37769,199.9239
37770,199.93
37771,199.61
37772,199.7487
37773,199.74
37774,199.69
37775,199.23
37776,199.475
37777,199.33
37778,199.51
37779,199.65
37780,199.86
37781,200.0
37782,200.1443
37783,199.84
37784,199.7445
37785,199.65
37786,199.54
37787,199.64
37788,199.6
37789,199.54
37790,199.497
37791,199.595
37792,199.29
37793,198.64
37794,198.23
37795,198.325
37796,198.63
37797,198.49
37798,198.76
37799,198.67
37800,198.685
37801,198.8675
37802,199.06
37803,199.04
37804,198.98
37805,198.91
37806,199.14
37807,199.31
37808,199.21
37809,199.24
37810,199.29
37811,199.22
37812,199.65
37813,199.668
37814,199.7688
37815,199.86
37816,199.875
37817,199.885
37818,200.09
37819,200.13
37820,199.915
37821,199.63
37822,199.58
37823,199.59
37824,199.4832
37825,199.49
37826,199.4
37827,199.58
37828,199.4923
37829,199.51
37830,199.41
37831,199.52
37832,199.5385
37833,199.79
37834,199.97
37835,200.18
37836,200.33
37837,200.602
37838,200.34
37839,200.3
37840,200.225
37841,200.11
37842,200.0984
37843,199.8271
37844,200.0395
37845,199.9789
37846,200.15
37847,200.19
37848,199.99
37849,199.8559
37850,199.89
37851,200.0449
37852,199.78
37853,199.68
37854,199.78
37855,199.75
37856,199.9
37857,199.9054
37858,199.86
37859,199.71
37860,199.65
37861,199.76
37862,199.8224
37863,199.7256
37864,199.58
37865,199.63
37866,199.61
37867,199.6
37868,199.52
37869,199.5638
37870,199.4
37871,199.5
37872,199.61
37873,199.7552
37874,199.675
37875,199.84
37876,199.86
37877,199.98
37878,200.28
37879,200.2654
37880,200.3
37881,200.4233
37882,200.42
37883,200.5
37884,200.87
37885,200.89
37886,200.55
37887,200.31
37888,200.206
37889,200.14
37890,200.39
37891,200.26
37892,200.223
37893,200.325
37894,200.41
37895,200.52
37896,200.69
37897,200.69
37898,200.79
37899,200.635
37900,200.6
37901,200.55
37902,200.78
37903,200.45
37904,200.535
37905,200.49
37906,200.6592
37907,200.87
37908,201.0
37909,200.97
